
---------- Begin Simulation Statistics ----------
simSeconds                                   0.103886                       # Number of seconds simulated (Second)
simTicks                                 103886377500                       # Number of ticks simulated (Tick)
finalTick                                103886377500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    374.37                       # Real time elapsed on the host (Second)
hostTickRate                                277499004                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     680436                       # Number of bytes of host memory used (Byte)
simInsts                                    100000004                       # Number of instructions simulated (Count)
simOps                                      101177153                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   267118                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     270262                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        207772984                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.071000                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.482859                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       134812017                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      894                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      124181549                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 210143                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             33635704                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          24723199                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 113                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           203603097                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.609920                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.320065                       # Number of insts issued each cycle (Count)
system.cpu.executeStats0.numMemRefs          43970538                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads     44519380                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numMiscRegWrites          677                       # Number of times the Misc registers were written (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numVecRegReads         69822                       # Number of times the vector registers were read (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches           18277847                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                     158844419                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                 1922478                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                   55                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles           79                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                  13278262                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                476074                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples          203603097                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              0.741526                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             1.976634                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                173789145     85.36%     85.36% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                  1443747      0.71%     86.07% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                  1876674      0.92%     86.99% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                  1964697      0.96%     87.95% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                 12255988      6.02%     93.97% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                  1120145      0.55%     94.52% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                  1174439      0.58%     95.10% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                  1611559      0.79%     95.89% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                  8366703      4.11%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total            203603097                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts             149447765                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             0.719284                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches           23707505                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.114103                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles     43797305                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst       11767118                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total          11767118                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst      11767118                       # number of overall hits (Count)
system.cpu.icache.overallHits::total         11767118                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst      1511143                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total         1511143                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst      1511143                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total        1511143                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst  20722276498                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total  20722276498                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst  20722276498                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total  20722276498                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst     13278261                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total      13278261                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst     13278261                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total     13278261                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.113806                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.113806                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.113806                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.113806                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 13712.981828                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 13712.981828                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 13712.981828                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 13712.981828                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         2099                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           81                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      25.913580                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks      1428185                       # number of writebacks (Count)
system.cpu.icache.writebacks::total           1428185                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst        81933                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total         81933                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst        81933                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total        81933                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      1429210                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      1429210                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      1429210                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      1429210                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst  18671290499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total  18671290499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst  18671290499                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total  18671290499                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.107635                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.107635                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.107635                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.107635                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 13064.063713                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 13064.063713                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 13064.063713                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 13064.063713                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                1428185                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst     11767118                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total        11767118                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst      1511143                       # number of ReadReq misses (Count)
