
---------- Begin Simulation Statistics ----------
simSeconds                                   0.241660                       # Number of seconds simulated (Second)
simTicks                                 241660169500                       # Number of ticks simulated (Tick)
finalTick                                241660169500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    521.79                       # Real time elapsed on the host (Second)
hostTickRate                                463134549                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     643452                       # Number of bytes of host memory used (Byte)
simInsts                                    100000005                       # Number of instructions simulated (Count)
simOps                                      100000127                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   191647                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     191647                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        483320367                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.833203                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.206902                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       103929064                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      731                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      103127726                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   5033                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              3929582                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3496745                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 148                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           483079793                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.213480                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.800324                       # Number of insts issued each cycle (Count)
system.cpu.fetch.miscStallCycles                 1643                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles          243                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                  19025666                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                 28583                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples          483079793                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              0.223087                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             1.046707                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                458797851     94.97%     94.97% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                   214644      0.04%     95.02% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                  5034995      1.04%     96.06% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                   167932      0.03%     96.09% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                  9779173      2.02%     98.12% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                   370892      0.08%     98.20% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                  6778877      1.40%     99.60% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                   147351      0.03%     99.63% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                  1788078      0.37%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total            483079793                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts             107768673                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             0.222976                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches            9806845                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.020291                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles     19935105                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst       18980273                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total          18980273                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst      18980273                       # number of overall hits (Count)
system.cpu.icache.overallHits::total         18980273                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst        45384                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total           45384                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst        45384                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total          45384                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    786598497                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    786598497                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    786598497                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    786598497                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst     19025657                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total      19025657                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst     19025657                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total     19025657                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.002385                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.002385                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.002385                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.002385                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 17332.066301                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 17332.066301                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 17332.066301                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 17332.066301                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         3549                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            1                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           48                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            1                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      73.937500                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets            1                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks        41163                       # number of writebacks (Count)
system.cpu.icache.writebacks::total             41163                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst         3708                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total          3708                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst         3708                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total         3708                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst        41676                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total        41676                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst        41676                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total        41676                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    670162998                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    670162998                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    670162998                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    670162998                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.002191                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.002191                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.002191                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.002191                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 16080.309963                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 16080.309963                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 16080.309963                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 16080.309963                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                  41163                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst     18980273                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total        18980273                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst        45384                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total         45384                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    786598497                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    786598497                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst     19025657                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total     19025657                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.002385                       # miss rate for ReadReq accesses (Ratio)
